segment,anomaly,train,channel,sampling,duration,len,mean,var,std,kurtosis,skew,n_peaks,smooth10_n_peaks,smooth20_n_peaks,diff_peaks,diff2_peaks,diff_var,diff2_var,gaps_squared,len_weighted,var_div_duration,var_div_len
526,1,1,CADC0873,1,169,170,-2.5671138082352942,521.0297586699146,22.82607628721841,-1.1340324741240004,-0.27698016748103377,2,2,1,2,4,5.80361563121948,10.835466682207244,169,170,3.083016323490619,3.064880933352439
527,0,1,CADC0873,1,184,185,-5.107884199999999,808.9410989843595,28.44188986309383,-1.5032176232561283,-0.011608312827115561,1,1,1,53,64,1.4717642054904665,1.5555457875524021,184,185,4.396419016219346,4.372654589104646
528,0,1,CADC0873,1,173,174,-6.7356887931034475,687.0702793458167,26.212025472019835,-1.488023013586815,-0.004380622708342068,1,1,1,48,58,1.2911074342122344,1.1288404821801852,207,174,3.971504504889114,3.948679766355269
529,0,0,CADC0873,1,177,179,-1.8439049106145253,581.9590247555425,24.123826909417637,-1.4052033982988028,-0.01587919175221464,1,1,1,45,60,0.9382177753647056,0.6780398011440341,247,179,3.287904094664082,3.2511677360644833
530,0,1,CADC0873,1,173,174,4.111675856321839,542.7776244930745,23.297588383630494,-1.4703082678677826,-0.03389309752285507,1,1,1,48,58,0.9972380711099992,0.8619117694890647,239,174,3.1374429161449395,3.11941163501767
531,0,1,CADC0873,1,176,177,1.8674279152542377,418.67188357284516,20.461473152557836,-1.4198594618066445,-0.0025247830695677093,1,1,1,50,57,0.8177125414513475,0.8271260562881564,244,177,2.3788175203002564,2.3653778732929105
532,0,1,CADC0873,1,161,163,-5.429010650306748,182.48729853584237,13.508785975647196,-1.4273639762217438,-0.060210826227049825,1,1,1,49,55,0.5522557247718786,0.8329168348596172,219,163,1.133461481589083,1.1195539787474993
533,0,0,CADC0873,1,180,181,-1.4765688784530386,302.84560052138323,17.402459611255622,-1.4969960686978447,-0.029016639797763828,1,1,1,49,58,0.6534627581655136,0.8204234873799787,242,181,1.6824755584521291,1.673180113377808
534,1,1,CADC0873,1,178,179,-0.698618167597766,200.00833012047443,14.142430134898119,-1.302728549444945,-0.046490461387195044,2,2,1,1,2,4.5435649791314825,8.918525503489127,246,179,1.1236423040476091,1.1173649727400805
535,0,0,CADC0873,1,178,179,3.1837644357541897,247.11681180388678,15.719949484775286,-1.4623293937324562,0.007918811553197158,1,1,1,50,60,0.5635078992856429,0.7581955701835358,244,179,1.3882966955274538,1.3805408480664065
536,0,1,CADC0873,1,172,173,-3.6691794129479773,291.20725992998666,17.064795924065034,-1.3312601753964166,-0.12796994619785892,1,1,1,50,60,0.654144645587539,0.8493656376068838,236,173,1.6930654647092247,1.683278959132871
537,0,0,CADC0873,1,183,185,-3.519950951351351,530.4922010095635,23.03241630853271,-1.4857588901525731,-0.03711972757418154,1,1,1,50,62,0.847724434035345,0.6842046370087103,255,185,2.8988644863910573,2.8675254108625055
538,0,1,CADC0873,1,171,173,-3.977983583815028,449.7415817015278,21.2071115831819,-1.3289920025763318,-0.08918686344971152,1,1,1,46,60,0.8159706509489115,0.7728679824850825,237,173,2.630067729248701,2.599662321974149
539,1,1,CADC0873,1,183,184,-4.5455430163043475,382.96916807845986,19.569598056129305,-0.7126271169461926,-0.07236602860922933,2,2,2,1,2,12.959193934671866,25.482486892953162,239,184,2.0927276944178135,2.081354174339456
540,0,1,CADC0873,1,182,183,5.071600120218579,872.9236407426708,29.545281192479298,-1.4679080607749373,0.0066184594519185565,1,1,1,50,64,1.2769147149866487,0.7517428937627033,254,183,4.796283740344346,4.770074539577436
541,1,1,CADC0873,1,168,170,-3.9781980058823527,659.9194174445847,25.688896773598213,-1.1880321868763486,-0.010174370579809591,2,2,1,1,3,29.631715896940918,73.97554174097266,232,170,3.9280917705034804,3.881878926144616
542,0,1,CADC0873,1,180,182,-6.175218681318681,761.6885035857177,27.598704744710716,-1.4938086923615694,-0.030479560539733587,1,1,1,43,58,1.150976100213984,0.7329079766115121,252,182,4.231602797698432,4.185101668053394
543,1,0,CADC0873,1,179,180,1.7732934666666669,370.2683626611856,19.242358552453638,-0.6502014844788242,-0.3659438821829001,1,1,1,2,2,12.121689248481514,23.086684372882377,223,180,2.0685383388893053,2.057046459228809
544,0,1,CADC0873,1,174,175,-0.22114723885714316,353.37663375531196,18.798314651992396,-1.3480222316831327,-0.0600188091746712,1,1,1,45,55,0.7203693399026807,0.7643121600271898,230,175,2.030900193996046,2.019295050030354
545,0,1,CADC0873,1,172,173,3.414789184971098,265.9444116062169,16.30780216970444,-1.4819398961763357,-0.017964764047826872,1,1,1,53,60,0.5639855470027589,0.622637870531061,224,173,1.5461884395710284,1.537250934139982
546,0,0,CADC0873,1,171,172,1.9884585383720934,199.5111929555686,14.124843112600175,-1.4261823448150606,-0.031628968711934644,1,1,1,55,58,0.5052832921984448,0.6923282103486474,213,172,1.1667321225471847,1.1599487962533057
547,0,0,CADC0873,1,160,161,-2.7352636211180124,111.63082708514841,10.56554906690364,-1.3630195915753731,-0.13910291313672773,1,1,1,49,56,0.46305262421548754,0.8968181353841816,186,161,0.6976926692821775,0.6933591744419156
548,1,1,CADC0873,1,178,179,-2.2378415474860334,195.18356121687447,13.970811043632166,-1.510108141534404,0.03336881324624828,1,1,1,38,44,0.6782467927172653,1.1857555022739101,206,179,1.0965368607689576,1.0904109565188518
549,1,1,CADC0873,1,162,163,-0.39004963190184033,128.2871067848939,11.326389838995208,3.2706862452997623,0.3860086622677169,2,2,1,1,2,56.54995904113585,168.29117419127132,180,163,0.7918957208944067,0.7870374649379993
550,0,0,CADC0873,1,183,184,2.313287600543479,197.84651840482368,14.065792491176019,-1.4839028107089227,0.019116002202043864,1,1,1,49,54,0.49931583012079617,0.7098086940355745,207,184,1.0811285158733535,1.07525281741752
551,0,1,CADC0873,1,179,180,0.9223772999999997,209.71152004447197,14.481419821428835,-1.4559627482491655,-0.0007128391100304181,1,1,1,53,58,0.5818025846824963,0.9245825166475772,205,180,1.1715727376786143,1.1650640002470665
552,0,1,CADC0873,1,179,180,-2.811631030555555,238.09557586860407,15.430345941313307,-1.390956072938895,-0.04204402979883799,1,1,1,43,48,1.24791510341147,3.0569074530071707,213,180,1.3301428819475087,1.3227531992700226
553,0,0,CADC0873,1,168,169,-3.6535744733727813,228.58248933871155,15.1189447164381,-1.3995239278159237,-0.05468521834139415,1,1,1,43,51,1.5832003860192598,3.8975692592478435,202,169,1.3606100555875689,1.3525591085130861
554,1,0,CADC0873,1,183,185,3.06137087027027,377.93868142287664,19.440645087621878,-1.3150299434430814,0.07874311092762899,3,2,2,2,15,16.1004654894104,32.975457040774934,249,185,2.0652386962998723,2.042911791475009
555,0,1,CADC0873,1,178,180,7.461377183333334,500.08513854229534,22.36258344964408,-1.4255998843771889,-0.003592017235398508,1,1,1,44,54,1.8564401236834347,3.791295350957484,248,180,2.8094670704623335,2.7782507696794188
556,0,0,CADC0873,1,167,169,-0.08293589349112425,471.38949842001716,21.71150612970038,-1.1879160265483562,-0.23287215968451727,1,1,1,37,43,2.1790587131071333,4.849974196896585,233,169,2.822691607305492,2.78928697289951
557,0,1,CADC0873,1,180,181,-1.6592828618784528,781.6376948120392,27.957784154185738,-1.4667386236886688,-0.01895332220756661,1,1,1,42,57,1.2555944623646225,0.8590130746152033,252,181,4.342431637844662,4.318440302828946
558,1,0,CADC0873,1,171,163,-7.510999061349694,540.2719815115216,23.24375145090658,-1.4106577912380178,-0.029703859305556697,2,2,2,3,6,24.32712948839014,47.8863982848787,319,163,3.1594852719972026,3.3145520338130163
559,0,1,CADC0873,1,181,182,-0.1209923576923077,755.7549509521983,27.490997634720323,-1.4981933296930305,0.01226274971559167,1,1,1,42,58,1.1185401561712307,0.574503717949059,243,182,4.175441717967947,4.152499730506584
560,0,1,CADC0873,1,178,180,3.331355366666667,756.9871006985138,27.51339856685309,-1.4305043850002435,-0.029125100393956292,1,1,1,48,65,1.1486341226854198,0.7800615896075143,248,180,4.252736520778168,4.2054838927695215
561,0,1,CADC0873,1,172,174,3.1061501724137925,630.7744907694024,25.11522428268166,-1.4747052794438453,-0.011411344256305512,1,1,1,46,58,1.050313932905776,0.7207755916829348,228,174,3.6672935509848976,3.62514075154829
562,1,1,CADC0873,1,179,180,-2.190458505555556,513.5813689510476,22.662333704873546,-1.39385247091076,-0.08250665973358356,2,1,1,2,3,22.56705965844255,51.70719472440121,245,180,2.8691696589444,2.85322982750582
563,0,1,CADC0873,1,175,176,-5.481933357954546,396.7961359045214,19.919742365415306,-1.4874514328350246,0.016129286344704147,1,1,1,48,61,0.7009598036848164,0.5603670705841423,245,176,2.2674064908829794,2.254523499457508
564,1,0,CADC0873,1,176,178,-1.3631992702247189,294.2949751523019,17.155027693137132,-1.388163318257668,-0.09930044302743596,1,1,1,16,20,1.173740898652549,1.7667767789512803,238,178,1.672130540638079,1.653342557035404
565,1,0,CADC0873,1,177,178,5.568302140449438,192.52418099627477,13.875308320764436,-1.1821395231387548,-0.07661517743660229,1,1,1,13,16,0.955280172149611,1.564616671317418,225,178,1.087707237267089,1.0815965224509818
566,0,0,CADC0873,1,179,180,0.602653272222222,245.45578628251064,15.667028636040424,-1.4247893453367562,-0.01999873709439792,1,1,1,51,57,0.5123414207891014,0.6301460954832802,239,180,1.3712613758799477,1.3636432571250592
567,0,1,CADC0873,1,180,181,-4.140155955801105,292.47626785036937,17.101937546674918,-1.415000647153373,-0.036088305048436006,1,1,1,54,58,0.6021037785261555,0.7516016427814266,248,181,1.6248681547242743,1.6158909825987258
568,0,1,CADC0873,1,180,182,-4.161930571978022,376.9194879990735,19.41441443873787,-1.5042561515878563,0.06666168195078007,1,1,1,56,66,0.6928733144743678,0.7097149612677471,248,182,2.0939971555504084,2.070986197797107
569,1,0,CADC0873,1,157,158,8.033583196835442,362.64245887126003,19.043173550415908,-1.0655295272396361,-0.1004938421398911,2,2,2,1,4,18.779967962695615,36.826025017959935,199,158,2.3098245787978344,2.295205435894051
570,1,1,CADC0873,1,193,194,5.798176829896907,614.1588712069876,24.78222893944343,-1.317755470211787,0.0715518148824654,1,1,1,1,1,6.25461069959357,11.356505065961668,259,194,3.1821703171346507,3.165767377355606
571,1,1,CADC0873,1,172,174,-2.9337343390804604,757.2117639294512,27.517481060763014,-1.3765036572401796,-0.0525631529266589,2,1,1,1,1,36.40618106343098,105.36611200784961,238,174,4.402393976334019,4.351791746720984
572,0,1,CADC0873,1,185,186,-5.3327188387096776,943.4642022396853,30.71586238801843,-1.4953121874785285,-0.02630243720687425,1,1,1,48,56,1.3611469060172892,0.8421599136218368,259,186,5.099806498592893,5.072388184084329
573,1,1,CADC0873,1,181,183,-5.823235721311476,696.8868213303101,26.39861400396449,-1.2832912670621832,-0.29061081708837244,1,1,1,1,1,7.4723464431582745,13.552977462478564,241,183,3.850203432764144,3.808124706723006
574,0,1,CADC0873,1,190,190,0.8217037368421055,719.5700209133078,26.824802346211385,-1.4865158095214261,0.0043845139125068934,1,1,1,57,65,0.9881817133168795,0.5896942285210417,266,190,3.78721063638583,3.78721063638583
575,0,1,CADC0873,1,188,188,3.7492990851063825,522.6379713222643,22.861276677435676,-1.3504396868136825,-0.07240987088367,1,1,1,50,59,0.9301160795213683,1.011943030247648,194,188,2.7799892091609806,2.7799892091609806
576,1,0,CADC0873,1,178,179,-0.3934729273743017,243.0943314769415,15.59148265807141,-1.174642783778917,0.16578286781332893,2,2,2,1,2,7.680488844565865,14.968803342247053,178,179,1.3656984914434915,1.3580688909326342
577,0,1,CADC0873,1,177,178,-1.0566310657303373,218.66225550069754,14.787232854753372,-1.4712828382195462,-0.06991853994826996,1,1,1,49,57,0.5290810510561341,0.6987183563225617,177,178,1.235379974580212,1.2284396376443683
578,1,1,CADC0873,1,179,180,-2.0140203222222226,157.7036066635524,12.558009661708036,0.3510213755271123,-0.5798384008818681,2,2,1,2,3,21.56004987753181,42.847942893750414,179,180,0.8810257355505721,0.8761311481308466
579,1,1,CADC0873,1,171,172,-0.853283523255814,117.69918155933581,10.848925364262389,-1.301314087501838,-0.15386586502544727,2,2,1,1,3,3.399091893034277,6.533922622802889,171,172,0.6882993073645369,0.6842975672054408
580,0,1,CADC0873,1,187,188,0.9269253297872344,159.02265618061182,12.610418556916017,-1.5064808703543167,0.01908193729134761,1,1,1,51,56,0.3993201106143336,0.5942099641539257,187,188,0.8503885357251969,0.8458651924500629
581,0,1,CADC0873,1,187,188,2.0999678138297875,144.6061648064251,12.025230343175348,-1.502190591547848,0.061947677358315203,1,1,1,51,60,0.39515439073234987,0.6110517297600729,187,188,0.7732949989648402,0.7691817276937506
582,0,0,CADC0873,1,189,190,-3.543368947368421,413.4398661035983,20.333220750869703,-1.4960498999687863,-0.00422139945972839,1,1,1,61,65,0.6740231392401315,0.6543541377743525,265,190,2.1875125190666576,2.1759992952820966
583,1,1,CADC0873,1,193,194,-2.1673943737113395,433.85858520364565,20.82927231574943,-1.0043174824855634,0.22718312978249997,2,2,2,1,3,29.246393255875905,78.20510244256386,257,194,2.2479719440603403,2.2363844598126064
584,0,1,CADC0873,1,191,192,5.3404590234375,717.6389841455956,26.78878467093264,-1.480431562446895,0.04102862388133471,1,1,1,57,63,1.0232023744893637,0.7799024696832048,261,192,3.7572721683015478,3.737703042424977
585,1,0,CADC0873,1,188,190,-3.210365763157895,752.4935029499061,27.43161502627773,-1.1298208839762878,0.17994630072706363,3,3,1,2,5,17.092273055712276,33.30460068715387,252,190,4.00262501569099,3.9604921207889796
586,0,1,CADC0873,1,202,204,-5.036042999999999,914.6646213672086,30.243422778634176,-1.4994299325480942,0.007246777357822124,1,1,1,47,66,1.0800085989555377,0.6079179229298123,282,204,4.5280426800356866,4.483650104741218
587,1,1,CADC0873,1,194,195,-15.552824307692308,316.11409457242144,17.779597705584383,-1.3762819913374897,-0.513417541409529,1,1,1,1,3,2.56451577609813,4.1879428102832525,232,195,1.629454095734131,1.6210979208842125
588,0,1,CADC0873,1,215,216,0.27304748101851883,732.724243409441,27.068879611270226,-1.485622612767843,-0.007826674242786946,1,1,1,62,73,0.8627547958944227,0.7143196919771663,297,216,3.4080197367880976,3.392241867636301
589,0,1,CADC0873,1,202,204,-0.13290167647058934,403.6148930581817,20.090169064947702,-0.8958345537254395,-0.47263255333885223,1,1,1,62,69,0.5465609182772433,0.7850517156175255,242,204,1.9980935299909983,1.9785043777361846
590,1,0,CADC0873,1,204,205,0.5901464151219515,192.83740315328944,13.88659076783389,-0.7478911905113224,0.0265380165028416,3,2,2,2,5,7.01770441062781,13.90634519843228,256,205,0.9452813880063208,0.9406702592843388
591,0,0,CADC0873,1,210,211,1.7187409265402847,234.27724088584318,15.306117760093288,-1.3237751440741168,-0.13158982095707708,1,1,1,64,73,0.3937276320675398,0.5616809255385635,264,211,1.1156059089802057,1.110318677184091
592,1,1,CADC0873,1,193,195,-1.2753613030769226,87.74068800372642,9.366999946820028,-0.8586737228239278,-0.4961004971757698,2,2,1,3,7,1.6598144613669095,3.4895872430821244,223,195,0.4546149637498778,0.449952246172956
593,1,1,CADC0873,1,204,205,-2.1547941321951214,120.88117069354016,10.994597341128058,-1.436944890121248,-0.11765108494578594,2,2,1,1,5,2.8726889629900367,5.627241637167846,234,205,0.5925547583016675,0.5896642472855618
594,0,0,CADC0873,1,210,211,-0.560915497630332,138.8318428451607,11.782692512544012,-1.5008605820732224,-0.014079458989897821,1,1,1,65,71,0.35472615904645755,0.687427294316502,240,211,0.6611040135483843,0.6579708191713778
595,1,1,CADC0873,1,210,211,2.2333242227488146,118.55512224142903,10.888302082576008,-1.3407376747024766,-0.032497881771165554,2,1,1,25,34,0.6808675311357321,1.4000799933249874,252,211,0.5645482011496621,0.5618726172579575
596,0,1,CADC0873,1,203,204,-1.6734823039215687,155.90532073309765,12.486205217482919,-0.8838021757307075,-0.4550918760662807,1,1,1,58,69,0.35616941251409207,0.71525151814946,247,204,0.7680065060743727,0.7642417682994983
597,0,1,CADC0873,1,213,215,-2.539793086046512,372.1680834426513,19.291658390160535,-1.495365687369122,-0.0035560220892621314,1,1,1,59,70,0.5196732627888496,0.5813820163888505,249,215,1.7472679973833396,1.7310143415937271
598,0,1,CADC0873,1,200,202,-5.529147031683169,298.0887539187639,17.265246998486987,-1.4784950654951787,-0.02827574302914117,1,1,1,56,67,0.47092498899673857,0.5090006177916764,278,202,1.4904437695938197,1.4756869005879403
599,0,1,CADC0873,1,203,204,4.837398918627452,588.927223435048,24.267822799646613,-1.4883753139614264,0.04422530276536303,1,1,1,62,68,0.8037595467324066,0.7273267583384911,261,204,2.901119327266246,2.8868981540933722
600,0,0,CADC0873,1,207,207,4.025310743961353,731.4965750676105,27.046193356323002,-1.4737433339685522,0.022668223571128392,1,1,1,52,75,0.9640868493258183,0.819481110028294,233,207,3.533799879553674,3.533799879553674
601,0,1,CADC0873,1,218,219,0.9024026598173527,750.4600362979323,27.394525662948286,-1.502860519142977,0.04658590579700573,1,1,1,53,69,0.9958952033567949,1.023081009849499,218,219,3.44247723072446,3.4267581566115632
602,0,0,CADC0873,1,205,206,-10.170743388349516,480.6200080861379,21.92304741786912,-1.4514051445705638,-0.048115735771601546,1,1,1,55,67,0.7306785331623035,0.8326022119340336,205,206,2.344487844322624,2.3331068353696014
603,0,1,CADC0873,1,240,241,-1.6662614594190874,896.4343819861829,29.940514056812432,-1.493283469587968,-0.016440231744520886,1,1,1,66,77,0.9845303146405572,1.0274059876217558,240,241,3.735143258275762,3.719644738531879
604,1,1,CADC0873,1,208,209,-11.5873117784689,267.2247300298245,16.34700981922457,-0.7753039716572827,-0.544239189213758,2,2,2,1,3,15.553477663537185,31.26506292228295,210,209,1.2847342789895408,1.2785872250230839
605,0,0,CADC0873,1,260,261,4.186264419923374,724.3158469804446,26.913116634467375,-1.3527523063090694,-0.07158115357924247,1,1,1,78,92,0.7094151238137534,0.9191870189733443,260,261,2.7858301806940178,2.775156501840784
606,1,1,CADC0873,1,230,231,5.946156154978357,371.23312359422897,19.26741092088475,-0.6808751053871176,-0.4370166380807674,2,2,1,1,3,12.631867988149983,25.17479095765051,230,231,1.6140570591053434,1.6070697991092164
607,1,1,CADC0873,1,222,223,2.158126847533632,292.26704255462005,17.095819446713282,-0.9889775425097618,-0.2801376534846926,2,1,1,1,1,24.086172918640308,71.7669958307965,222,223,1.3165182097054957,1.3106145406036773
608,0,1,CADC0873,1,230,231,-5.623284359307358,282.97097812740697,16.821741233517027,-1.4696503488937431,-0.006348814579296775,1,1,1,63,79,0.4515657437422089,0.6829762826442294,230,231,1.2303086005539434,1.2249825892961341
609,1,1,CADC0873,1,232,233,-0.13023824892703878,505.9906822346825,22.494236644853775,-1.366333923484635,-0.11004474809802424,2,2,2,2,3,6.984612955640601,13.197843141225931,232,233,2.1809943199770796,2.171633829333401
610,1,0,CADC0873,1,227,228,0.43781467982456124,442.45044923534596,21.034506156203097,-1.2004587413287833,-0.08784737465240743,2,2,2,1,2,9.609513476414389,18.62224826187875,227,228,1.9491209217416121,1.9405721457690612
611,0,0,CADC0873,1,224,225,7.61151488888889,657.7119268046364,25.645894930858553,-1.4093672346457538,-0.01977221765832136,1,1,1,66,78,0.8337399633617346,0.9467215513123023,224,225,2.9362139589492697,2.9231641191317173
612,0,1,CADC0873,1,231,232,-2.4303651637931036,735.0877080849727,27.11250095592387,-1.4392164972693189,-0.015391010222663086,1,1,1,58,76,0.9188304567381602,1.060101084387133,231,232,3.1821978704977174,3.1684815003662616
613,0,1,CADC0873,1,263,264,0.783516295454546,764.3686406672391,27.647217593588675,-1.436771223608477,-0.032360389456914405,1,1,1,68,86,0.7310166282699158,0.8017770638422437,263,264,2.9063446413203007,2.8953357601031784
614,1,0,CADC0873,1,222,223,-15.544786004484305,136.46006799630254,11.681612388549047,-1.5500060900113082,-0.09905140643038317,2,2,1,2,5,3.4795380395603512,6.625468523458876,268,223,0.6146849909743358,0.6119285560372312
615,0,0,CADC0873,1,319,320,1.951685180937499,478.1130722321244,21.865796857926867,-1.4290707505958893,-0.05505026330168954,1,1,1,89,100,0.39293056169147983,0.6390132649194609,425,320,1.4987870602887912,1.4941033507253887
616,0,0,CADC0873,1,242,243,-13.39265757201646,35.341974695327025,5.944911664215628,-0.8220674002738568,-0.68063537580215,1,1,1,76,84,0.2257887054330579,0.6003186991795322,338,243,0.14604121774928522,0.14544022508365032
617,1,1,CADC0873,1,298,300,2.3606182199999988,156.56883710274954,12.512746984685238,-1.3299406660932493,-0.13292208699053348,2,2,1,1,12,1.829386888431073,3.732664935061862,396,300,0.5253987822239917,0.5218961236758318
618,0,1,CADC0873,1,267,269,-3.024443542379183,99.17610838523343,9.958720218242574,-1.3692225483094962,-0.09043367175753288,1,1,1,76,86,0.27435993136919734,0.661734403703748,337,269,0.371446098821099,0.3686844177889719
619,0,1,CADC0873,1,250,251,3.275765217928287,83.57626611765701,9.142005585081263,-1.1002301344281327,-0.2733958311955232,1,1,1,75,79,0.2520317702387162,0.6157514374582749,328,251,0.3343050644706281,0.33297317178349406
620,0,1,CADC0873,1,276,278,1.3274055363309358,221.6432989985348,14.887689511758861,-0.7221424145637867,-0.6255699081238433,1,1,1,73,88,0.34310090944960586,0.731197487373077,356,278,0.8030554311541116,0.797278053951564
621,0,1,CADC0873,1,278,279,2.0047935555555543,431.0030985336767,20.7606141174503,-1.4872428791303751,0.032546683968849965,1,1,1,85,93,0.43122753431783745,0.6391455332400301,382,279,1.5503708580348081,1.5448139732389845
622,0,1,CADC0873,1,252,253,-11.066349449802368,294.515377353328,17.161450327793627,-1.1501945331816505,-0.28811587366369423,1,1,1,76,85,0.41123840851520904,0.7431804390729454,346,253,1.1687118148941587,1.1640924006060396
623,1,0,CADC0873,1,276,278,-10.681148053956834,537.3288884005349,23.18035565733483,-1.274461863138737,0.12101988770913098,1,1,1,1,2,18.12134778016565,51.72690645954675,370,278,1.9468437985526625,1.932837728059478
624,0,1,CADC0873,1,301,302,4.268021966887418,562.9414043770022,23.72638624774119,-0.9134367881973993,-0.46488413642378834,1,1,1,93,103,0.44577239433120036,0.7429456355494592,413,302,1.8702372238438612,1.8640443853543118
625,0,1,CADC0873,1,361,363,-2.7399568415977935,473.85264982674676,21.768156785239,-1.3139351377799748,-0.1406367076521058,1,1,1,102,117,0.328337298380087,0.703113375352574,501,363,1.3126112183566392,1.3053792006246467
626,1,1,CADC0873,1,336,337,-13.439459567655788,154.47235543644706,12.428690817477401,-1.0123959935635551,-0.5672862874843843,2,2,2,1,3,5.025573858888657,10.15876521278899,466,337,0.45973915308466384,0.4583749419479141
627,1,0,CADC0873,1,356,356,5.429880905056181,401.94340747011876,20.048526316667736,-0.940611268891403,-0.281749521701003,2,2,2,1,3,4.135393987565204,8.191077380533235,396,356,1.129054515365502,1.129054515365502
628,0,0,CADC0873,1,329,330,-9.111174708484848,305.1303519789817,17.4679807642149,-1.4708405822650477,-0.01952706552709965,1,1,1,96,108,0.36011812118405695,0.7082899211672729,329,330,0.9274478783555675,0.9246374302393385
629,0,1,CADC0873,1,310,311,-12.94745764340836,104.21498556145852,10.208574119898357,-1.175302687402596,-0.2910185054519422,1,1,1,88,100,0.21518449225158018,0.49396258722675707,310,311,0.3361773727788985,0.33509641659632966
630,0,0,CADC0873,1,321,322,-0.49947172484471963,461.5276402693373,21.483194368374022,-1.3998136233987566,0.048630612187506146,1,1,1,97,113,0.4091113319644553,0.6209825499993114,321,322,1.4377808108079044,1.4333156530103643
631,0,1,CADC0873,1,325,326,-5.2544054877300574,556.1344721817214,23.58250351811108,-1.4988253478422524,0.012133435165165067,1,1,1,94,113,0.45116936736289615,0.6723539068181532,325,326,1.7111829913283736,1.7059339637476119
632,1,0,CADC0873,1,290,291,-12.117553608247421,188.1356325151241,13.716254317966115,-0.7555706250208285,-0.6616732149976263,2,1,1,22,48,0.4933321519906358,0.9903158889593702,290,291,0.6487435603969796,0.6465142010829007
633,0,0,CADC0873,1,390,391,2.9702409184143233,590.8005259188322,24.30638858240426,-1.3623100451195216,-0.06698203504256803,1,1,1,115,128,0.3623720457852364,0.68226893283275,484,391,1.5148731433816212,1.510998787516195
634,1,1,CADC0873,1,397,398,-2.2897829405025134,296.16813862966734,17.2095362700355,-0.9185141188270411,-0.7313333150034611,3,2,2,4,8,5.676023932685339,11.547705248439563,541,398,0.7460154625432427,0.744141051833335
635,1,1,CADC0873,1,295,297,4.560616185185186,160.48893867154925,12.668422895986273,-0.7536699314298811,-0.8443159077969211,2,1,1,1,4,3.4215491796628834,7.041850570801136,407,297,0.5440303005815229,0.5403667968739032
636,0,1,CADC0873,1,353,354,-0.8328565974576273,208.49154208067407,14.439236201429564,-1.4848766038769978,0.027653053948177252,1,1,1,101,118,0.2781906800527103,0.6058906187471584,475,354,0.5906275979622495,0.5889591584199833
637,1,1,CADC0873,1,370,372,0.7428311561827955,200.13048205490784,14.146748108837869,-1.3625235071537811,-0.09285275961302564,2,2,2,3,12,1.2850030495781801,2.6535729084705775,468,372,0.5408931947429941,0.5379851668142684
638,1,0,CADC0873,1,270,271,-9.803891918819188,53.08985211011071,7.2862783442653845,-1.3624122713462106,-0.2765959960957709,1,1,1,2,2,2.313625745527655,4.788166164535273,362,271,0.19662908188929892,0.19590351332144174
639,1,1,CADC0873,1,354,355,-3.1841948042253523,220.42894278846848,14.846849591360064,1.1270384665511033,-0.727004881188215,3,2,1,3,3,21.130843314285112,61.6066490432394,416,355,0.6226806293459561,0.6209265994041365
640,0,1,CADC0873,1,390,391,-3.405585696675191,806.0231403432756,28.390546672145565,-1.4815556486220247,0.03789690702238561,1,1,1,118,134,0.4278401728549321,0.6693257288995184,542,391,2.0667260008801938,2.0614402566324186
641,1,1,CADC0873,1,328,329,-25.333686930091183,128.92159509773194,11.35436458361858,4.857953184279241,-1.229457119662226,2,2,3,2,2,51.442911419831574,150.55202832543574,458,329,0.39305364359064615,0.3918589516648387
642,1,1,CADC0873,1,572,573,2.4462507998254823,783.5468816684895,27.9919074317648,-1.2436133799976554,0.0723100480254805,2,2,2,2,2,20.037118836700724,55.84422526282879,782,573,1.3698372057141426,1.3674465648664738
643,0,1,CADC0873,1,386,388,-9.357890458762888,391.2802293581487,19.78080456801868,-1.2246571217352207,-0.18481046118808586,1,1,1,124,134,0.32789177529687785,0.7692913759149903,540,388,1.013679350668779,1.0084541993766718
644,0,1,CADC0873,1,473,474,3.9801516989451473,203.75046274857638,14.27411863298664,-1.122466444669048,-0.12154935216102739,1,1,1,144,155,0.2597408708751859,0.6702875840977893,655,474,0.4307620776925505,0.42985329693792484
645,1,1,CADC0873,1,334,335,-8.54288376477612,116.72585917142395,10.803974230412804,-0.2902265994752167,-1.0007413097515374,2,2,2,2,4,2.475072366131168,5.239170318158859,450,335,0.3494786202737244,0.3484354005117133
646,1,1,CADC0873,1,350,351,-6.3540204213675215,245.91697265060253,15.681740102762912,-1.3300056782735155,-0.034150738377541824,2,2,2,1,4,2.2041589290087145,4.599174340818867,482,351,0.7026199218588643,0.7006181556997223
647,0,0,CADC0873,1,413,413,2.082303180871672,509.4468432225627,22.570929161701844,-1.469208675627947,0.017055156363846826,1,1,1,116,139,0.3314105201559715,0.5969693254862551,439,413,1.2335274654299337,1.2335274654299337
648,1,1,CADC0873,1,285,286,-22.052781118881118,97.04970016432883,9.851380622244216,31.20184234650725,4.3745602391570335,1,1,1,2,3,35.85515694721035,71.33825191467122,285,286,0.3405252637344871,0.3393346159591917
649,0,1,CADC0873,1,385,386,8.873186415414509,257.11402372263683,16.034775449710445,-1.3580490822937488,-0.04361977416502168,1,1,1,106,120,0.2652860038803997,0.5456638035246953,385,386,0.66782863304581,0.6660985070534633
